"Domain","Path","FirstName","LastName","Office","Title","Description","Department","Company","Phone","StreetAddress","City","State","PostalCode","Password","sAMAccountName","userPrincipalName","DisplayName"
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user10 , ln10 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user10ln10 ,  "user10ln10@CodyKerberos.sso" ,user10ln10
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user11 , ln11 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user11ln11 ,  "user11ln11@CodyKerberos.sso" ,user11ln11
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user12 , ln12 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user12ln12 ,  "user12ln12@CodyKerberos.sso" ,user12ln12
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user13 , ln13 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user13ln13 ,  "user13ln13@CodyKerberos.sso" ,user13ln13
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user14 , ln14 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user14ln14 ,  "user14ln14@CodyKerberos.sso" ,user14ln14
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user15 , ln15 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user15ln15 ,  "user15ln15@CodyKerberos.sso" ,user15ln15
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user16 , ln16 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user16ln16 ,  "user16ln16@CodyKerberos.sso" ,user16ln16
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user17 , ln17 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user17ln17 ,  "user17ln17@CodyKerberos.sso" ,user17ln17
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user18 , ln18 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user18ln18 ,  "user18ln18@CodyKerberos.sso" ,user18ln18
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user19 , ln19 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user19ln19 ,  "user19ln19@CodyKerberos.sso" ,user19ln19
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user20 , ln20 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user20ln20 ,  "user20ln20@CodyKerberos.sso" ,user20ln20
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user21 , ln21 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user21ln21 ,  "user21ln21@CodyKerberos.sso" ,user21ln21
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user22 , ln22 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user22ln22 ,  "user22ln22@CodyKerberos.sso" ,user22ln22
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user23 , ln23 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user23ln23 ,  "user23ln23@CodyKerberos.sso" ,user23ln23
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user24 , ln24 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user24ln24 ,  "user24ln24@CodyKerberos.sso" ,user24ln24
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user25 , ln25 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user25ln25 ,  "user25ln25@CodyKerberos.sso" ,user25ln25
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user26 , ln26 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user26ln26 ,  "user26ln26@CodyKerberos.sso" ,user26ln26
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user27 , ln27 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user27ln27 ,  "user27ln27@CodyKerberos.sso" ,user27ln27
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user28 , ln28 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user28ln28 ,  "user28ln28@CodyKerberos.sso" ,user28ln28
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user29 , ln29 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user29ln29 ,  "user29ln29@CodyKerberos.sso" ,user29ln29
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user30 , ln30 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user30ln30 ,  "user30ln30@CodyKerberos.sso" ,user30ln30
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user31 , ln31 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user31ln31 ,  "user31ln31@CodyKerberos.sso" ,user31ln31
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user32 , ln32 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user32ln32 ,  "user32ln32@CodyKerberos.sso" ,user32ln32
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user33 , ln33 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user33ln33 ,  "user33ln33@CodyKerberos.sso" ,user33ln33
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user34 , ln34 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user34ln34 ,  "user34ln34@CodyKerberos.sso" ,user34ln34
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user35 , ln35 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user35ln35 ,  "user35ln35@CodyKerberos.sso" ,user35ln35
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user36 , ln36 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user36ln36 ,  "user36ln36@CodyKerberos.sso" ,user36ln36
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user37 , ln37 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user37ln37 ,  "user37ln37@CodyKerberos.sso" ,user37ln37
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user38 , ln38 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user38ln38 ,  "user38ln38@CodyKerberos.sso" ,user38ln38
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user39 , ln39 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user39ln39 ,  "user39ln39@CodyKerberos.sso" ,user39ln39
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user40 , ln40 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user40ln40 ,  "user40ln40@CodyKerberos.sso" ,user40ln40
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user41 , ln41 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user41ln41 ,  "user41ln41@CodyKerberos.sso" ,user41ln41
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user42 , ln42 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user42ln42 ,  "user42ln42@CodyKerberos.sso" ,user42ln42
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user43 , ln43 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user43ln43 ,  "user43ln43@CodyKerberos.sso" ,user43ln43
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user44 , ln44 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user44ln44 ,  "user44ln44@CodyKerberos.sso" ,user44ln44
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user45 , ln45 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user45ln45 ,  "user45ln45@CodyKerberos.sso" ,user45ln45
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user46 , ln46 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user46ln46 ,  "user46ln46@CodyKerberos.sso" ,user46ln46
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user47 , ln47 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user47ln47 ,  "user47ln47@CodyKerberos.sso" ,user47ln47
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user48 , ln48 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user48ln48 ,  "user48ln48@CodyKerberos.sso" ,user48ln48
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user49 , ln49 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user49ln49 ,  "user49ln49@CodyKerberos.sso" ,user49ln49
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user50 , ln50 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user50ln50 ,  "user50ln50@CodyKerberos.sso" ,user50ln50
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user51 , ln51 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user51ln51 ,  "user51ln51@CodyKerberos.sso" ,user51ln51
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user52 , ln52 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user52ln52 ,  "user52ln52@CodyKerberos.sso" ,user52ln52
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user53 , ln53 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user53ln53 ,  "user53ln53@CodyKerberos.sso" ,user53ln53
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user54 , ln54 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user54ln54 ,  "user54ln54@CodyKerberos.sso" ,user54ln54
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user55 , ln55 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user55ln55 ,  "user55ln55@CodyKerberos.sso" ,user55ln55
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user56 , ln56 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user56ln56 ,  "user56ln56@CodyKerberos.sso" ,user56ln56
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user57 , ln57 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user57ln57 ,  "user57ln57@CodyKerberos.sso" ,user57ln57
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user58 , ln58 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user58ln58 ,  "user58ln58@CodyKerberos.sso" ,user58ln58
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user59 , ln59 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user59ln59 ,  "user59ln59@CodyKerberos.sso" ,user59ln59
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user60 , ln60 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user60ln60 ,  "user60ln60@CodyKerberos.sso" ,user60ln60
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user61 , ln61 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user61ln61 ,  "user61ln61@CodyKerberos.sso" ,user61ln61
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user62 , ln62 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user62ln62 ,  "user62ln62@CodyKerberos.sso" ,user62ln62
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user63 , ln63 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user63ln63 ,  "user63ln63@CodyKerberos.sso" ,user63ln63
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user64 , ln64 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user64ln64 ,  "user64ln64@CodyKerberos.sso" ,user64ln64
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user65 , ln65 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user65ln65 ,  "user65ln65@CodyKerberos.sso" ,user65ln65
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user66 , ln66 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user66ln66 ,  "user66ln66@CodyKerberos.sso" ,user66ln66
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user67 , ln67 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user67ln67 ,  "user67ln67@CodyKerberos.sso" ,user67ln67
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user68 , ln68 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user68ln68 ,  "user68ln68@CodyKerberos.sso" ,user68ln68
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user69 , ln69 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user69ln69 ,  "user69ln69@CodyKerberos.sso" ,user69ln69
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user70 , ln70 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user70ln70 ,  "user70ln70@CodyKerberos.sso" ,user70ln70
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user71 , ln71 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user71ln71 ,  "user71ln71@CodyKerberos.sso" ,user71ln71
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user72 , ln72 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user72ln72 ,  "user72ln72@CodyKerberos.sso" ,user72ln72
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user73 , ln73 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user73ln73 ,  "user73ln73@CodyKerberos.sso" ,user73ln73
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user74 , ln74 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user74ln74 ,  "user74ln74@CodyKerberos.sso" ,user74ln74
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user75 , ln75 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user75ln75 ,  "user75ln75@CodyKerberos.sso" ,user75ln75
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user76 , ln76 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user76ln76 ,  "user76ln76@CodyKerberos.sso" ,user76ln76
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user77 , ln77 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user77ln77 ,  "user77ln77@CodyKerberos.sso" ,user77ln77
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user78 , ln78 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user78ln78 ,  "user78ln78@CodyKerberos.sso" ,user78ln78
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user79 , ln79 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user79ln79 ,  "user79ln79@CodyKerberos.sso" ,user79ln79
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user80 , ln80 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user80ln80 ,  "user80ln80@CodyKerberos.sso" ,user80ln80
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user81 , ln81 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user81ln81 ,  "user81ln81@CodyKerberos.sso" ,user81ln81
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user82 , ln82 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user82ln82 ,  "user82ln82@CodyKerberos.sso" ,user82ln82
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user83 , ln83 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user83ln83 ,  "user83ln83@CodyKerberos.sso" ,user83ln83
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user84 , ln84 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user84ln84 ,  "user84ln84@CodyKerberos.sso" ,user84ln84
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user85 , ln85 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user85ln85 ,  "user85ln85@CodyKerberos.sso" ,user85ln85
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user86 , ln86 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user86ln86 ,  "user86ln86@CodyKerberos.sso" ,user86ln86
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user87 , ln87 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user87ln87 ,  "user87ln87@CodyKerberos.sso" ,user87ln87
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user88 , ln88 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user88ln88 ,  "user88ln88@CodyKerberos.sso" ,user88ln88
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user89 , ln89 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user89ln89 ,  "user89ln89@CodyKerberos.sso" ,user89ln89
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user90 , ln90 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user90ln90 ,  "user90ln90@CodyKerberos.sso" ,user90ln90
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user91 , ln91 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user91ln91 ,  "user91ln91@CodyKerberos.sso" ,user91ln91
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user92 , ln92 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user92ln92 ,  "user92ln92@CodyKerberos.sso" ,user92ln92
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user93 , ln93 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user93ln93 ,  "user93ln93@CodyKerberos.sso" ,user93ln93
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user94 , ln94 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user94ln94 ,  "user94ln94@CodyKerberos.sso" ,user94ln94
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user95 , ln95 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user95ln95 ,  "user95ln95@CodyKerberos.sso" ,user95ln95
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user96 , ln96 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user96ln96 ,  "user96ln96@CodyKerberos.sso" ,user96ln96
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user97 , ln97 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user97ln97 ,  "user97ln97@CodyKerberos.sso" ,user97ln97
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user98 , ln98 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user98ln98 ,  "user98ln98@CodyKerberos.sso" ,user98ln98
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user99 , ln99 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user99ln99 ,  "user99ln99@CodyKerberos.sso" ,user99ln99
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user100 , ln100 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user100ln100 ,  "user100ln100@CodyKerberos.sso" ,user100ln100
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user101 , ln101 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user101ln101 ,  "user101ln101@CodyKerberos.sso" ,user101ln101
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user102 , ln102 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user102ln102 ,  "user102ln102@CodyKerberos.sso" ,user102ln102
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user103 , ln103 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user103ln103 ,  "user103ln103@CodyKerberos.sso" ,user103ln103
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user104 , ln104 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user104ln104 ,  "user104ln104@CodyKerberos.sso" ,user104ln104
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user105 , ln105 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user105ln105 ,  "user105ln105@CodyKerberos.sso" ,user105ln105
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user106 , ln106 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user106ln106 ,  "user106ln106@CodyKerberos.sso" ,user106ln106
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user107 , ln107 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user107ln107 ,  "user107ln107@CodyKerberos.sso" ,user107ln107
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user108 , ln108 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user108ln108 ,  "user108ln108@CodyKerberos.sso" ,user108ln108
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user109 , ln109 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user109ln109 ,  "user109ln109@CodyKerberos.sso" ,user109ln109
CodyKerberos.sso , "OU=massUsers,DC=CodyKerberos,DC=sso" , user110 , ln110 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , "Alfr3sc0!" , user110ln110 ,  "user110ln110@CodyKerberos.sso" ,user110ln110
